,id,artists,name,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
146,7snQQk1zcKl8gZ92AnueZW,Guns N' Roses,Sweet Child O' Mine,rock,0.446,0.952,6,-5.321,1,0.0523,0.0901,0.0857,0.112,0.624,125.303,356067,4
147,7N3PAbqfTjSEU1edb2tY8j,Van Halen,Jump - 2015 Remaster,rock,0.572,0.835,0,-6.219,1,0.0317,0.171,0.000377,0.0702,0.795,129.981,241600,4
148,4gvea7UlDkAvsJBPZAd4oB,Don Henley,The Boys Of Summer,rock,0.516,0.549,6,-13.741,1,0.0373,0.501,0.00572,0.184,0.907,176.941,288733,4
149,7x8dCjCr0x6x2lXKujYD34,Foo Fighters,The Pretender,rock,0.433,0.959,9,-4.04,1,0.0431,0.000917,0.0,0.028,0.365,172.984,269373,4
150,7wCmS9TTVUcIhRalDYFgPy,Pixies,Where Is My Mind? - Remastered,rock,0.519,0.441,4,-14.178,1,0.0353,0.0204,0.000453,0.076,0.25,81.334,234973,4
151,5tVA6TkbaAH9QMITTQRrNv,Tom Petty,Free Fallin',rock,0.623,0.449,5,-13.333,1,0.0253,0.212,0.0,0.0613,0.572,84.383,256000,4
152,5QLHGv0DfpeXLNFo7SFEy1,The Smashing Pumpkins,1979 - Remastered 2012,rock,0.767,0.787,3,-9.897,1,0.0331,0.0163,0.583,0.0513,0.964,126.879,266200,4
153,0hCB0YR03f6AmQaHbwWDe8,Led Zeppelin,Whole Lotta Love - 1990 Remaster,rock,0.412,0.902,9,-11.6,1,0.405,0.0484,0.131,0.405,0.422,89.74,333893,4
154,3K4HG9evC7dg3N0R9cYqk4,Linkin Park,One Step Closer,rock,0.492,0.969,9,-4.419,1,0.0491,0.0014,1.32e-06,0.0787,0.538,95.136,157333,4
155,3VqHuw0wFlIHcIPWkhIbdQ,Metallica,Enter Sandman (Remastered),rock,0.566,0.834,6,-8.412,0,0.0298,0.00277,0.008,0.0625,0.621,123.296,331560,4
156,2PzU4IB8Dr6mxV3lHuaG34,The Rolling Stones,(I Can't Get No) Satisfaction - Mono Version,rock,0.723,0.863,2,-7.89,1,0.0338,0.0383,0.0317,0.128,0.931,136.302,222813,4
157,2aoo2jlRnM3A0NyLQqMN2f,Jimi Hendrix,All Along the Watchtower,rock,0.438,0.805,8,-6.237,1,0.0624,0.00255,5.69e-05,0.0842,0.564,113.253,240800,4
158,6KTv0Z8BmVqM7DPxbGzpVC,KISS,Rock And Roll All Nite,rock,0.654,0.929,1,-5.906,1,0.0998,0.0468,0.0,0.0539,0.902,144.774,168840,4
159,2EoOZnxNgtmZaD8uUmz2nD,Soundgarden,Black Hole Sun,rock,0.35,0.828,6,-5.373,1,0.041,0.000217,0.000161,0.0774,0.147,105.435,318587,4
160,4P5KoWXOxwuobLmHXLMobV,Nirvana,Come As You Are,rock,0.5,0.824,4,-5.846,0,0.0388,0.00016,0.00161,0.0916,0.539,120.125,218920,4
161,1FkoVC85Ds3mFoK0fVqEqP,The Offspring,Self Esteem,rock,0.488,0.862,0,-7.595,1,0.0476,0.0204,0.0,0.359,0.706,104.56,257827,4
162,6OnfBiiSc9RGKiBKKtZXgQ,Starship,We Built This City,rock,0.661,0.908,5,-4.897,1,0.039,0.052,0.0,0.0708,0.656,144.091,296080,4
163,2olVm1lHicpveMAo4AUDRB,Huey Lewis & The News,The Power Of Love,rock,0.768,0.829,5,-5.109,1,0.0313,0.0964,2.92e-05,0.097,0.962,118.773,234333,4
164,1L94M3KIu7QluZe63g64rv,Pearl Jam,Alive,rock,0.284,0.875,11,-6.069,0,0.0422,0.00752,0.000461,0.402,0.595,75.009,340907,4
165,6txWz9UapYHVxEd7dDIHXT,Blind Melon,No Rain,rock,0.389,0.476,9,-9.342,1,0.0316,0.619,5.09e-05,0.255,0.566,148.117,217107,4
166,3Cx4yrFaX8CeHwBMReOWXI,Billy Joel,We Didn't Start the Fire,rock,0.712,0.967,7,-5.206,1,0.047,0.0771,0.0,0.356,0.895,145.024,287733,4
167,5z6xHjCZr7a7AIcy8sPBKy,Alien Ant Farm,Smooth Criminal,rock,0.653,0.964,9,-4.261,0,0.0582,0.00316,0.00512,0.144,0.87,126.928,209267,4
168,305WCRhhS10XUcH6AEwZk6,Jet,Are You Gonna Be My Girl,rock,0.613,0.953,2,-3.435,1,0.0855,0.00148,0.000582,0.152,0.537,105.046,213800,4
169,3qiyyUfYe7CRYLucrPmulD,The Who,Baba O'Riley,rock,0.489,0.724,5,-8.367,1,0.0352,0.313,0.185,0.287,0.15,117.292,300400,4
170,5FZxsHWIvUsmSK1IAvm2pp,Foo Fighters,Best of You,rock,0.366,0.94,1,-5.119,0,0.0696,0.000769,9.42e-05,0.188,0.369,130.198,255627,4
171,43DeSV93pJPT4lCZaWZ6b1,Thin Lizzy,The Boys Are Back In Town,rock,0.445,0.706,8,-9.803,1,0.0461,0.234,0.000252,0.205,0.768,80.823,266720,4
172,45Ia1U4KtIjAPPU7Wv1Sea,Lenny Kravitz,Are You Gonna Go My Way,rock,0.619,0.67,11,-10.322,0,0.0353,0.00165,0.0109,0.331,0.777,129.269,211933,4
173,776AftMmFFAWUIEAb3lHhw,Måneskin,ZITTI E BUONI,rock,0.625,0.939,4,-3.115,0,0.0669,0.00138,0.0,0.424,0.644,102.999,194787,4
174,0tZ3mElWcr74OOhKEiNz1x,Rage Against The Machine,Bulls On Parade,rock,0.412,0.919,5,-7.291,1,0.184,0.0124,0.0601,0.424,0.572,166.367,229467,4
175,1bp2IO61zbQrbWNmKKxg3f,Steve Miller Band,The Joker,rock,0.596,0.448,5,-9.616,1,0.0396,0.365,5.3e-06,0.206,0.796,83.293,264504,4
176,0lP4HYLmvowOKdsQ7CVkuq,Thirty Seconds To Mars,The Kill,rock,0.179,0.912,4,-3.881,0,0.0791,0.0014,0.000294,0.582,0.289,182.99,231533,3
177,0G21yYKMZoHa30cYVi1iA8,Guns N' Roses,Welcome To The Jungle,rock,0.453,0.987,8,-4.485,1,0.0889,0.0195,0.283,0.268,0.316,123.544,273480,4
178,6GtX0jaNL8IjVQfrDBx81z,The Smashing Pumpkins,Bullet With Butterfly Wings - Remastered 2012,rock,0.404,0.72,10,-9.18,0,0.0623,5.59e-05,0.836,0.0466,0.475,121.864,258467,4
179,2avKuMN2QXkaG9vvHa2JLt,Limp Bizkit,Take A Look Around,rock,0.425,0.852,11,-5.607,1,0.046,0.0175,0.306,0.0935,0.512,101.968,321040,4
180,4KfSdst7rW39C0sfhArdrz,Heart,Barracuda,rock,0.548,0.691,4,-13.553,0,0.0369,0.015,0.106,0.144,0.667,137.145,261933,4
181,15BQ7vEDv2LJuh8TxWIhtd,Iggy Pop,The Passenger,rock,0.498,0.889,0,-5.413,1,0.0546,0.0947,1.62e-06,0.733,0.696,134.88,283360,4
182,6eN1f9KNmiWEhpE2RhQqB5,Guns N' Roses,Paradise City,rock,0.268,0.98,11,-5.958,1,0.103,0.0192,0.00709,0.182,0.395,100.315,405600,4
183,2vz1CsL5WBsbpBcwgboTAw,Kenny Loggins,"Footloose - From ""Footloose"" Soundtrack",rock,0.583,0.905,2,-6.132,1,0.0733,0.0984,0.00019,0.0593,0.646,173.982,226827,4
184,7tFiyTwD0nx5a1eklYtX2J,Queen,Bohemian Rhapsody - Remastered 2011,rock,0.392,0.402,0,-9.961,0,0.0536,0.288,0.0,0.243,0.228,143.883,354320,4
185,1UBQ5GK8JaQjm5VbkBZY66,ZZ Top,Sharp Dressed Man - 2008 Remaster,rock,0.601,0.859,5,-5.263,1,0.0276,0.000359,0.00124,0.0871,0.446,125.145,258027,4
186,3qT4bUD1MaWpGrTwcvguhb,Led Zeppelin,Black Dog - Remaster,rock,0.437,0.864,4,-7.842,0,0.0904,0.396,0.0314,0.242,0.749,81.394,295387,4
187,58XWGx7KNNkKneHdprcprX,Scorpions,Rock You Like A Hurricane,rock,0.482,0.617,4,-12.931,0,0.0458,0.00543,0.000146,0.284,0.718,125.697,252493,4
188,0Puj4YlTm6xNzDDADXHMI9,Beastie Boys,Sabotage,rock,0.324,0.938,6,-7.332,0,0.102,0.032,0.0321,0.0961,0.543,168.131,178440,4
189,5XcZRgJv3zMhTqCyESjQrF,Alice Cooper,Poison,rock,0.28,0.908,2,-5.509,0,0.109,0.0327,8.85e-06,0.18,0.26,118.698,270080,4
190,14XWXWv5FoCbFzLksawpEe,The Doors,Riders on the Storm,rock,0.55,0.722,11,-11.729,0,0.0283,0.25,0.0129,0.11,0.716,103.886,434720,4
191,57JVGBtBLCfHw2muk5416J,Queen,Another One Bites The Dust - Remastered 2011,rock,0.933,0.528,5,-6.472,0,0.162,0.112,0.329,0.163,0.756,109.975,214653,4
192,6qLEOZvf5gI7kWE63JE7p3,Stone Temple Pilots,Interstate Love Song - 2019 Remaster,rock,0.215,0.927,9,-7.327,1,0.0452,0.000273,0.00661,0.126,0.49,170.814,194853,4
193,5p3JunprHCxClJjOmcLV8G,Lou Reed,Walk On the Wild Side,rock,0.575,0.318,0,-16.729,1,0.109,0.683,0.000202,0.0934,0.385,104.522,254173,4
194,5sFDReWLrZHLFZFjHsjUTS,Alice In Chains,Would?,rock,0.305,0.833,6,-7.981,1,0.0398,0.000327,2.36e-05,0.091,0.586,100.675,206773,4
195,0RdUX4WE0fO30VnlUbDVL6,Scorpions,Still Loving You,rock,0.282,0.605,6,-4.916,0,0.0294,0.0047,0.00144,0.103,0.0783,103.929,403453,4
196,5G1sTBGbZT5o4PNRc75RKI,The Black Keys,Lonely Boy,rock,0.356,0.872,2,-7.837,1,0.068,0.00417,0.00975,0.0997,0.607,166.3,193653,4
197,77NNZQSqzLNqh2A9JhLRkg,Journey,Don't Stop Believin',rock,0.491,0.802,4,-7.106,1,0.0392,0.25,0.0,0.387,0.472,119.25,248907,4
198,1Y373MqadDRtclJNdnUXVc,Black Sabbath,Paranoid - 2012 - Remaster,rock,0.412,0.658,4,-12.051,0,0.0708,4.52e-05,0.000774,0.176,0.454,163.071,168406,4
199,3ZZq9396zv8pcn5GYVhxUi,Men At Work,Down Under,rock,0.739,0.459,11,-14.42,0,0.0294,0.129,0.0194,0.0474,0.892,107.115,222320,4
200,6kooDsorCpWVMGc994XjWN,Ram Jam,Black Betty,rock,0.465,0.907,11,-6.404,0,0.113,0.0241,0.00118,0.13,0.681,117.293,238973,4
201,6ToM0uwxtPKo9CMpbPGYvM,The Doors,Break on Through (To the Other Side),rock,0.421,0.751,9,-9.584,1,0.0472,0.2,0.0,0.17,0.789,89.839,145867,4
202,2aIB1CdRRG7YLBu9hNw9nR,Marilyn Manson,The Beautiful People,rock,0.621,0.834,10,-10.068,0,0.0557,0.000779,0.456,0.0611,0.937,143.973,218827,4
203,0LAcM6I7ijW4VVW0aytl1t,Metallica,One (Remastered),rock,0.438,0.687,7,-9.15,1,0.0619,0.000668,0.0801,0.42,0.426,103.01,446146,3
204,2RaA6kIcvomt77qlIgGhCT,Judas Priest,Breaking the Law,rock,0.362,0.961,2,-5.664,1,0.0857,0.024,9.35e-06,0.159,0.491,164.019,153840,4
205,4vpeKl0vMGdAXpZiQB2Dtd,Jefferson Airplane,White Rabbit,rock,0.551,0.293,2,-12.503,1,0.0272,0.486,0.000273,0.0864,0.322,106.798,150640,4
206,11IzgLRXV7Cgek3tEgGgjw,Queen & David Bowie,Under Pressure - Remastered 2011,rock,0.671,0.711,2,-7.813,1,0.0478,0.422,0.0,0.104,0.466,113.809,248440,4
207,3IyCL4Em1GOpNGDf451Hg1,The Struts,Could Have Been Me,rock,0.541,0.907,4,-4.512,1,0.0642,0.0158,0.000185,0.34,0.434,80.029,187653,4
208,0OBwxFLu6Yj61s2OagYbgY,ZZ Top,Gimme All Your Lovin',rock,0.63,0.788,5,-6.7,1,0.0298,0.00322,0.0237,0.0883,0.63,120.059,241080,4
209,1kPBT8S2wJFNAyBMnGVZgL,Etta James,I'd Rather Go Blind,blues,0.477,0.433,11,-6.473,0,0.0247,0.689,0.000195,0.151,0.611,82.52,156653,3
210,1a2iF9XymafjRk56q7oCxo,Stevie Ray Vaughan,Pride and Joy,blues,0.427,0.626,8,-11.821,1,0.0385,0.0274,0.00395,0.106,0.743,126.877,219587,4
211,2Mr1bGI2E10K7Mt1UJZ6Mw,John Lee Hooker,Boom Boom,blues,0.441,0.455,10,-14.207,1,0.0485,0.62,0.00187,0.135,0.918,160.9,152351,4
212,58PSYdY0GFg0LFb2PxYk4T,Muddy Waters,Mannish Boy,blues,0.598,0.735,2,-10.882,1,0.0973,0.44,0.000215,0.681,0.615,111.129,321133,3
213,4NQfrmGs9iQXVQI9IpRhjM,B.B. King,The Thrill Is Gone,blues,0.547,0.46,11,-8.759,0,0.0256,0.344,0.442,0.0983,0.543,90.768,324733,4
214,2HUZVffVPXvqnrml0gXggp,Howlin' Wolf,Smokestack Lightnin',blues,0.661,0.342,9,-16.361,0,0.043,0.844,0.000128,0.26,0.588,146.118,188400,4
215,2wnjZXcAT3rCjjqxLeHjv7,Freddie King,Going Down,blues,0.565,0.526,0,-11.352,1,0.0365,0.0339,0.000119,0.11,0.637,167.936,204333,4
216,4qYHnP5AmKzXbJhciPV8si,"Bobby ""Blue"" Bland",Ain't No Love In The Heart Of The City - Single Version,blues,0.518,0.376,9,-18.248,0,0.0431,0.933,0.86,0.0976,0.744,158.089,233560,4
217,4KMXlzvtC8xjLseDqDjpeU,Little Walter,My Babe,blues,0.676,0.334,5,-10.572,1,0.0508,0.862,0.0,0.32,0.867,158.0,162040,4
218,3XxBSvDZKH5YvZZjTpn6eR,Jimi Hendrix,Red House,blues,0.277,0.479,5,-8.483,0,0.0495,0.585,0.0224,0.16,0.483,53.905,230360,4
219,3ocm1Cf1Dk1ODrdBdybh82,Albert King,Born Under A Bad Sign - Mono Mix,blues,0.711,0.483,11,-11.211,1,0.0298,0.434,0.012,0.0284,0.884,91.652,169998,4
220,5x7Oxaa9EEIx9nw17CC5yW,B.B. King,Chains And Things,blues,0.56,0.241,4,-15.385,0,0.0314,0.593,0.195,0.122,0.341,79.537,293733,4
221,1yKah8BCP3Vgq2tPBOLKL0,John Mayall & The Bluesbreakers & Eric Clapton,All Your Love - Stereo,blues,0.321,0.625,2,-5.219,0,0.0302,0.491,5.08e-05,0.345,0.777,107.338,212600,4
222,5Oc0vLGWdEWeCqIU8zyELt,Big Mama Thornton,Hound Dog,blues,0.563,0.542,9,-10.862,1,0.0962,0.706,3.59e-05,0.355,0.785,133.285,181000,4
223,3E0VKSvZp76kvBU2WwwBul,Taj Mahal,Leaving Trunk,blues,0.542,0.502,3,-10.607,0,0.0515,0.195,0.00812,0.174,0.948,174.11,289560,4
224,760clbeDBWmBsBLbszWuNZ,Bo Diddley,I'm A Man,blues,0.513,0.546,0,-15.672,1,0.0391,0.333,0.0,0.17,0.834,85.527,164547,4
225,2ROJOb98GorxStuOuZWcGd,Derek & The Dominos,Have You Ever Loved A Woman?,blues,0.303,0.648,0,-6.795,1,0.0512,0.642,0.053,0.407,0.644,170.379,412960,3
226,5MTsZG10E0hTvAkdioyPnw,Buddy Guy & Bonnie Raitt,Feels Like Rain (feat. Bonnie Raitt),blues,0.572,0.348,0,-13.454,1,0.0294,0.44,0.000721,0.235,0.34,73.304,275267,4
227,0h06YSqzwbAU9ZDuIvw8pk,Bonnie Raitt,Love Me Like a Man - 2008 Remaster,blues,0.595,0.525,11,-11.582,0,0.0499,0.3,3.15e-05,0.197,0.826,124.569,192200,4
228,2Qj1FilGsXITZbFVmVeoLy,Freddie King,I'm Tore Down,blues,0.64,0.496,2,-11.124,1,0.0413,0.616,4.63e-05,0.183,0.954,116.632,253333,4
229,6kucNn22HB0qb2ZPa1BrNl,Albert Collins,"Cold, Cold Feeling",blues,0.713,0.281,3,-11.057,0,0.0379,0.137,0.0258,0.111,0.397,148.301,318840,3
230,2bIfM0ZOF4gxK1BeqH3Djm,B.B. King,Why I Sing The Blues,blues,0.792,0.495,0,-11.603,1,0.0527,0.239,0.00175,0.074,0.719,118.066,517400,4
231,6f3OYG5R630tjwFIHIE7j2,The Fabulous Thunderbirds,Scratch My Back,blues,0.775,0.499,4,-7.181,1,0.0415,0.496,0.0219,0.114,0.862,121.056,232707,4
232,3YGsgJqtIWKjMjZtKLk11Z,Johnny Winter,Be Careful With a Fool,blues,0.294,0.736,7,-7.961,0,0.151,0.282,0.0418,0.102,0.753,208.576,314880,3
233,1cXc92MX9kFjMrrDsvdf9w,Koko Taylor,Wang Dang Doodle,blues,0.648,0.544,1,-8.963,1,0.179,0.343,2.93e-06,0.087,0.619,153.063,182827,4
234,2FtX5tOFUVOyjcGQiuGR8f,Buddy Guy,"Damn Right, I've Got the Blues",blues,0.353,0.921,2,-5.64,1,0.0758,0.0488,0.065,0.314,0.526,145.589,271653,3
235,31GIhpOQpKCzlnuPn03pBQ,Champion Jack Dupree,Junker's Blues,blues,0.779,0.155,5,-21.57,1,0.112,0.856,7.82e-06,0.0974,0.696,103.251,192707,4
236,5MVMARaMoclifNmBtPu0dD,Stevie Ray Vaughan,Love Struck Baby,blues,0.548,0.874,8,-10.147,1,0.0463,0.279,0.0463,0.173,0.966,172.129,141933,4
237,7mNFrf8IfgaWMFCz64CtK4,John Lee Hooker,Boogie Chillen,blues,0.679,0.367,4,-6.946,1,0.0534,0.857,0.0181,0.103,0.406,148.959,189640,4
238,4c0Mgs559lG4sPiEC3XcxY,B.B. King,To Know You Is To Love You,blues,0.872,0.384,0,-16.204,1,0.0388,0.418,0.317,0.0687,0.938,102.597,515000,4
239,2mVp83pLkWJN03Ha8Txydf,Etta James,"Do Right Woman, Do Right Man",blues,0.449,0.412,2,-7.19,1,0.0297,0.581,7.01e-06,0.452,0.432,144.185,178440,3
240,36ccrof5DFicLrejE4hEye,Jimmy Rogers,Walking By Myself,blues,0.621,0.519,11,-13.328,0,0.102,0.837,0.00246,0.162,0.775,117.005,167267,4
241,61K6lqGyrl2Aerk0LjAZem,Muddy Waters,Rollin' Stone,blues,0.629,0.0192,4,-19.952,1,0.0833,0.989,4.3e-05,0.106,0.335,169.254,188160,4
242,1TRIYxcVJYPki5AX2hZzZT,Luther Allison,Bad News Is Coming,blues,0.639,0.496,1,-6.844,0,0.0375,0.713,0.254,0.0545,0.467,140.394,445533,3
243,4Gia17DzXBhYFbYiJj6SyW,Otis Rush,Working Man,blues,0.633,0.625,0,-10.951,1,0.0436,0.492,0.000418,0.204,0.841,103.355,147800,4
244,3gg0xEc2b4eEbYySLmfFU1,T-Bone Walker,Mean Old World,blues,0.73,0.235,0,-15.276,1,0.0355,0.527,0.0112,0.0663,0.624,87.226,247373,4
245,1cRTAPP2FG9h2WiYMOIVIK,Elmore James,The Sky Is Crying,blues,0.294,0.611,2,-6.268,1,0.0348,0.0226,0.435,0.114,0.567,178.191,166400,3
246,57W5o6ojTFtydDMZ0mDDB3,Little Walter,Juke,blues,0.566,0.657,4,-10.33,1,0.0693,0.751,0.896,0.156,0.643,145.359,164893,4
247,35X1ucjCm7rHK80qJ413ci,Fenton Robinson,Somebody Loan Me A Dime,blues,0.69,0.584,3,-8.864,1,0.0746,0.47,2.46e-05,0.297,0.809,118.017,179693,3
248,0RTjFVHvqjTdpX2NawwyXI,Freddie King,Stumble,blues,0.678,0.612,4,-9.764,1,0.0339,0.101,0.318,0.164,0.857,118.381,216627,4
249,2hv2NiSq8p4pgL28pxcqAJ,Allman Brothers Band,Trouble No More,blues,0.556,0.567,9,-11.426,0,0.0333,0.0581,0.00143,0.0907,0.858,141.345,227751,4
250,1sxtxIKhRiQwuGpUwHoEHq,Cream,Crossroads - Live,blues,0.378,0.756,7,-11.073,1,0.0673,0.436,0.0351,0.867,0.838,131.577,255600,4
251,5goa9CsIDXc9G0Df9dL9ft,Buddy Guy,Stone Crazy,blues,0.447,0.464,2,-11.622,1,0.12,0.807,0.000118,0.249,0.62,175.465,431853,3
252,3Gq3uFAdJltar4ddwboPby,Willie Dixon,Little Red Rooster,blues,0.584,0.278,4,-18.566,1,0.0312,0.55,0.21,0.255,0.75,81.712,215027,4
253,2Cg3GUkhjX96nO4p2WRlIa,Junior Wells,She's A Sweet One,blues,0.705,0.483,1,-12.209,1,0.0542,0.15,0.0265,0.202,0.713,122.863,181786,4
254,1HRx7dciQYCv76XvbBDAGM,Albert Collins,T-Bone Shuffle,blues,0.537,0.695,11,-9.88,1,0.0377,0.00393,0.188,0.084,0.77,131.307,295693,4
255,2r6Ve8kNEzqg3u45UL0muX,Professor Longhair,Big Chief - Remastered,blues,0.56,0.73,1,-5.69,1,0.0362,0.219,0.144,0.179,0.963,151.594,194667,4
256,6y5eBHh57iYViDkK4Hn6R7,Fleetwood Mac,Black Magic Woman - 2018 Master,blues,0.457,0.412,7,-11.138,0,0.0369,0.0516,4.35e-05,0.275,0.44,129.423,172693,4
257,0WvSYVnEXD7QLa5pDJ920S,Albert King,Crosscut Saw - Mono Mix,blues,0.84,0.412,1,-14.23,1,0.056,0.0217,0.784,0.041,0.963,122.807,156398,4
258,79lwbvYgFFw3eNbBx4bBRw,Earl Hooker,Two Bugs and a Roach,blues,0.523,0.568,9,-12.584,1,0.0751,0.652,0.00534,0.1,0.813,135.448,259760,4
259,2PcbVKT28p9mOlWBDL371J,Willie Dixon,I Can't Quit You Baby,blues,0.469,0.236,7,-16.981,1,0.0364,0.407,0.0434,0.215,0.415,82.232,399173,4
260,65VzqBb5ogD2xIFD8jetMG,Muddy Waters,Got My Mojo Working,blues,0.519,0.779,4,-9.159,1,0.0648,0.573,8.13e-05,0.286,0.888,113.487,173040,4
261,73GEVn1tqk9bn0KbtWsiqj,Magic Sam,All Your Love,blues,0.433,0.7,11,-8.197,1,0.163,0.843,0.324,0.102,0.8,80.623,176186,4
262,6tilCYbheGMHo3Hw4F22hF,Lafayette Leake,Short Dressed Woman,blues,0.767,0.496,10,-11.399,1,0.0307,0.237,0.0723,0.0853,0.751,110.932,252133,4
263,1i7nQGgwloILcp6ZftH2Qa,T-Bone Walker,Call It Stormy Monday,blues,0.606,0.301,0,-11.402,1,0.0423,0.545,0.00194,0.0419,0.457,100.979,183027,4
264,1ekio2Gk6WycLArAUJZfxM,Mike Bloomfield,Albert's Shuffle,blues,0.303,0.492,0,-10.716,1,0.039,0.197,0.63,0.288,0.677,200.018,414960,3
265,6ECnAHxGQilDe32zQqfdz3,Earl Hooker,You Don't Want Me,blues,0.593,0.464,7,-16.925,1,0.0374,0.509,0.000214,0.166,0.763,113.001,316667,4
266,7p5Xpx7dd9wSPJF4Q4Nfbu,Clarence Carter,Part Time Love,blues,0.686,0.593,0,-10.078,1,0.0597,0.468,2.19e-05,0.352,0.946,92.82,159707,4
267,7pzDaHQx6WFWtdx9PLPxcx,Otis Rush,Double Trouble,blues,0.566,0.424,7,-8.689,0,0.0392,0.669,0.00456,0.175,0.431,105.768,163440,1
268,0tYJ6uY0ETQOtOM8KySMSp,Johnny Winter,Mean Mistreater,blues,0.554,0.49,9,-8.725,1,0.0267,0.736,0.00728,0.327,0.578,67.591,232453,4
269,227N0C668UQBiN3T4HFzoQ,Albert Collins,Blue Monday Hangover - Remastered,blues,0.397,0.684,0,-5.843,1,0.0722,0.0742,0.0293,0.0689,0.72,180.523,334400,3
270,3kkCpDqhrOEBf0eOR2igEE,Hound Dog Taylor,Give Me Back My Wig - Remastered,blues,0.641,0.905,9,-6.805,1,0.0542,0.0962,0.00309,0.114,0.789,107.955,214520,4
271,44s75M70lhq25s3CiW0pxq,Luther Allison,Should I Wait,blues,0.638,0.738,9,-9.563,1,0.0271,0.0315,0.000634,0.211,0.816,104.098,304600,3
272,2XBeWZJeIojOrFOfVvn2dF,Son Seals,Sadie,blues,0.502,0.753,11,-9.625,0,0.0395,0.142,0.00824,0.0891,0.927,122.656,367533,4
273,512gC8sU5PxZAFrskHEfzk,Jimmy Dawkins,Little Angel Child,blues,0.5,0.638,2,-7.262,1,0.0461,0.125,0.0285,0.199,0.746,122.621,239267,4
274,7BbQQzr1suaBHpJDXDXIj9,Larry Davis,Texas Flood,blues,0.467,0.277,8,-12.101,1,0.0283,0.89,7.66e-05,0.2,0.535,99.83,163373,3
275,6KSa2Y1HnG0XlPQfEN4Xgi,Lowell Fulson,Reconsider Baby,blues,0.636,0.668,0,-6.857,1,0.0568,0.749,0.00121,0.0555,0.666,94.668,189133,4
276,2uDIGXUD5hLdM7wzyl1PaR,Slim Harpo,I'm A King Bee,blues,0.693,0.454,10,-10.275,0,0.03,0.417,0.000315,0.156,0.914,112.214,183133,4
277,01noJYGB8kT65mi8Pc2Ola,Koko Taylor,I'm A Woman - Remastered,blues,0.489,0.747,10,-8.295,1,0.101,0.0655,9.82e-05,0.0422,0.626,109.799,274440,3
278,50y6y3iwBlKKev2U4a6GK5,Louis Jordan & His Tympany Five,Let The Good Times Roll,blues,0.705,0.401,9,-9.506,0,0.0475,0.812,0.0,0.319,0.649,104.956,167227,4
279,29U7stRjqHU6rMiS8BfaI9,Louis Armstrong,What A Wonderful World,jazz,0.271,0.165,5,-20.652,1,0.0351,0.729,1.6e-06,0.118,0.203,77.082,139227,4
280,3898C4AbdbptwYet6547e5,Stan Getz & João Gilberto & Astrud Gilberto,The Girl From Ipanema,jazz,0.664,0.194,5,-15.487,0,0.0357,0.909,3.85e-05,0.0829,0.443,129.863,321827,4
281,6VTbbVjKOC2qWagIDbkJrC,Nina Simone,My Baby Just Cares for Me - 2013 Remastered Version,jazz,0.746,0.243,4,-15.134,0,0.123,0.829,1.02e-06,0.0905,0.425,118.578,215747,4
282,33jt3kYWjQzqn3xyYQ5ZEh,Ella Fitzgerald & Louis Armstrong,Cheek To Cheek,jazz,0.663,0.264,0,-14.571,1,0.0914,0.706,0.0,0.1,0.657,122.482,354533,4
283,1YQWosTIljIvxAgHWTp7KP,The Dave Brubeck Quartet,Take Five,jazz,0.454,0.26,8,-13.193,0,0.0401,0.539,0.00078,0.0675,0.598,174.322,324133,5
284,30QD4VRP9yEneOh0eGTrtJ,Billie Holiday,Solitude,jazz,0.462,0.15,8,-13.531,1,0.0522,0.984,0.000902,0.105,0.19,98.66,207600,3
285,648TTtYB0bH0P8Hfy0FmkL,Nat King Cole,Unforgettable,jazz,0.349,0.182,5,-13.507,1,0.031,0.92,0.0152,0.143,0.178,136.094,191973,3
286,0F845nujLVqCb0XMZCh5Pc,Chet Baker,I Fall In Love Too Easily,jazz,0.532,0.0657,0,-19.136,0,0.0406,0.94,0.00488,0.0946,0.292,128.607,201440,4
287,2gNjmvuQiEd2z9SqyYi8HH,Louis Armstrong & Ella Fitzgerald,Summertime,jazz,0.172,0.0696,11,-21.295,0,0.0339,0.916,0.00199,0.137,0.103,167.974,298133,5
288,78MI7mu1LV1k4IA2HzKmHe,Ella Fitzgerald & Louis Armstrong,Dream A Little Dream Of Me - Single Version,jazz,0.443,0.104,0,-17.042,1,0.101,0.913,0.0,0.191,0.394,76.497,185160,4
289,0E8q2Fx2XuzXCO2NSAppkR,Duke Ellington & John Coltrane,In A Sentimental Mood,jazz,0.464,0.305,3,-12.435,0,0.0316,0.936,0.0846,0.208,0.282,108.229,255227,4
290,4smkJW6uzoHxGReZqqwHS5,Billie Holiday,I'll Be Seeing You,jazz,0.355,0.0304,1,-20.479,1,0.0361,0.989,0.0555,0.116,0.188,90.495,211533,3
291,2IdwQxhJn9ZE4zIotcCefR,Etta James,Stormy Weather,jazz,0.262,0.356,0,-8.031,0,0.0303,0.613,0.0,0.175,0.426,174.176,187667,3
292,0aWMVrwxPNYkKmFthzmpRi,Miles Davis & John Coltrane & Bill Evans,Blue in Green (feat. John Coltrane & Bill Evans),jazz,0.421,0.0162,2,-25.358,0,0.0388,0.808,0.0024,0.0978,0.154,110.479,337733,4
