decade,year,artist,chart_pos,genre,genre_groups,spotify_popularity,spotify_id,acousticness,danceability,duration_ms,energy,instrumentalness,key,loudness,mode,speechiness,tempo,valence,minor_percentage,major_percentage,neither_chords,get_added_seventh_use,non_triad_chords_percentage,minor_or_major,tonic_percentage,supertonic_percentage,dominant_percentage,v_to_i,circle_of_fifths_dist,circle_of_fifths_dist_largest_dist,chord_distances,chord_distances2,different_chords,different_progressions,different_notes,average_chord_count_per_bar,different_sections_count,section_repetitions,chorus_repetitions,guitar,synthesizer,piano,saxophone,strings,trumpet,love,anger,sadness,joy,negative,positive
1970,1976,Chicago,32,rock,rock,29,19PKMOoh2Rra8T50wrkq1X,0.141,0.621,3028.883333333333,0.893,1.34e-05,9,-7.259,1,0.0733,154.783,0.924,0.16666666666666666,0.6833333333333333,0.15,0.11666666666666667,0.15,0.4,0.3,0.1,0.3333333333333333,0.2542372881355932,0.11666666666666665,0.5,4.583333333333333,4.583333333333333,10,1.0,11,0.9914529914529915,3,0.001980928064798358,2,False,False,False,False,False,False,0.001107522170059383,0.05258771404623985,0.9401745796203613,0.003705061972141266,0.9975851774215698,0.0024148491211235523
1970,1974,Eagles,32,rock,rock,61,0CKxrnF9KplS21LTjkkqsW,0.00591,0.465,4255.766666666666,0.812,0.000494,7,-6.398,1,0.0467,146.2,0.811,0.0,1.0,0.0,0.025423728813559324,0.0,0.9661016949152542,0.3220338983050847,0.0,0.3220338983050847,0.0,0.08333333333333333,0.3333333333333333,3.8220338983050848,3.8220338983050848,4,0.23076923076923078,8,1.0,2,0.0018798023074573325,4,True,False,False,False,False,False,0.00048491513007320464,0.00013386248610913754,0.00022514160082209855,0.9988418221473694,0.02379353903234005,0.9762065410614014
1970,1971,Tom Jones,2,pop,pop,63,5JnHzjo25FY1fMQMQVOawB,0.212,0.51,2902.45,0.876,0,2,-9.101,1,0.161,119.702,0.624,0.375,0.42857142857142855,0.19642857142857142,0.125,0.19642857142857142,0.5535714285714286,0.17857142857142858,0.2857142857142857,0.21428571428571427,0.10909090909090909,0.07407407407407407,0.3333333333333333,3.4464285714285716,3.4464285714285716,9,0.6060606060606061,11,1.0933333333333333,4,0.0017226825612844322,3,True,False,False,False,False,False,0.0039110612124204636,0.7496759295463562,0.017970072105526924,0.15737374126911163,0.009709172882139683,0.9902908205986023
1960,1961,Ike & Tina Turner,14,blues.rock.soul,,22,2vGVafns1VhbbhyIKi5VtL,0.745,0.69,3055.7833333333333,0.69,6.34e-06,0,-7.465,1,0.103,108.037,0.936,0.0,1.0,0.0,0.0,0.0,0.9770114942528736,0.3563218390804598,0.0,0.13793103448275862,0.10465116279069768,0.08333333333333333,0.3333333333333333,3.735632183908046,3.5977011494252875,6,0.543859649122807,11,1.5,3,0.0009817449971911184,2,False,False,False,False,False,False,0.0006486133206635714,0.00033764485851861537,0.000527630967553705,0.9981616139411926,0.0006239960785023868,0.9993759989738464
1960,1962,Mel Torme,36,jazz,,58,71tjsDvB4EMJqNG8EMmFnb,0.65,0.632,2756.0,0.368,0,7,-14.901,0,0.061,143.121,0.773,0.4230769230769231,0.5576923076923077,0.019230769230769232,0.1346153846153846,0.019230769230769232,0.7307692307692307,0.46153846153846156,0.1346153846153846,0.0,0.0,0.20370370370370372,0.8333333333333334,1.3461538461538463,1.3461538461538463,9,0.5,12,1.0729166666666667,4,0.00181422351233672,0,True,False,False,False,False,False,0.0007479736814275384,0.000530148041434586,0.0015185577794909477,0.9966413974761963,0.005976940039545298,0.9940230250358582
1950,1959,Ray Charles,95,blues.jazz.soul,soul,38,0OKYalLV6PdwiLjBDkaAuc,0.459,0.677,3401.3333333333335,0.734,0,3,-6.0,1,0.0388,77.453,0.744,0.02631578947368421,0.9736842105263158,0.0,0.15789473684210525,0.02631578947368421,0.0,0.47368421052631576,0.0,0.18421052631578946,0.02702702702702703,0.47222222222222227,0.8333333333333334,3.6578947368421053,3.3947368421052633,6,0.9375,10,1.0625,2,0.0011760094080752645,0,False,False,False,True,False,False,0.002011057920753956,0.012178625911474228,0.9754309058189392,0.008930491283535957,0.0010726368054747581,0.9989272952079773
1970,1976,Heart,9,rock,rock,61,4sUlsy0tPv9n5nqrqeA0lE,0.159,0.435,5472.666666666667,0.444,0.000705,7,-12.816,0,0.0336,103.818,0.734,0.007936507936507936,0.36507936507936506,0.626984126984127,0.0,0.626984126984127,0.373015873015873,0.42063492063492064,0.0,0.0,0.0,0.12962962962962965,0.3333333333333333,2.365079365079365,2.365079365079365,9,0.39215686274509803,11,1.2535211267605635,5,0.0016445364843464488,4,True,True,False,False,False,False,0.00046193323214538395,0.0016537654446437955,0.0009525070781819522,0.9954530000686646,0.023680033162236214,0.9763200283050537
1970,1972,Isaac Hayes,30,funk.soul,funk-soul,37,4CkLWXUasaJRV8k25nFDcw,0.00307,0.668,3348.883333333333,0.423,0.153,5,-14.415,0,0.0413,151.763,0.862,0.9285714285714286,0.07142857142857142,0.0,0.10714285714285714,0.0,0.5,0.9285714285714286,0.0,0.03571428571428571,0.03636363636363636,0.125,0.5,0.42857142857142855,4.767857142857143,4,1.0,7,1.8666666666666667,2,0.001194427993410739,2,True,False,False,False,False,False,0.0803016722202301,0.004820701200515032,0.006194467656314373,0.9041125774383545,0.8023374080657959,0.1976625919342041
1980,1981,Rick Springfield,1,pop.rock,pop-rock,72,5RsUlxLto4NZbhJpqJbHfN,0.165,0.727,3235.3333333333335,0.834,0,2,-5.851,1,0.0496,131.7,0.816,0.1118421052631579,0.39473684210526316,0.4934210526315789,0.0,0.4934210526315789,0.39473684210526316,0.3026315789473684,0.0,0.3157894736842105,0.19205298013245034,0.08333333333333334,0.3333333333333333,3.1315789473684212,3.223684210526316,14,0.14987714987714987,10,3.0441176470588234,9,0.0003090871625798475,3,True,False,False,False,False,False,0.10565279424190521,0.3794456124305725,0.07768186926841736,0.4082128703594208,0.9980448484420776,0.001955121522769332
1970,1976,Abba,13,disco.pop.swedish,pop,68,4BM8yJ0PzBi2ZewpMTOxtx,0.627,0.354,4216.0,0.535,2.9e-06,9,-8.876,1,0.0303,110.821,0.434,0.12244897959183673,0.8775510204081632,0.0,0.04081632653061224,0.0,0.9387755102040817,0.42857142857142855,0.12244897959183673,0.2857142857142857,0.2708333333333333,0.1875,0.8333333333333334,4.081632653061225,4.081632653061225,8,0.7941176470588235,10,1.0,5,0.0004743833017077799,2,False,False,False,False,False,False,0.0030212989076972008,0.6578884124755859,0.2205098420381546,0.07667599618434906,0.9975964426994324,0.0024035493843257427
1960,1962,Nat King Cole,2,jazz,,42,6bZlab0NrNteVppLu9C2Zy,0.794,0.431,2797.55,0.379,0,9,-8.615,1,0.0267,97.061,0.31,0.12244897959183673,0.8775510204081632,0.0,0.08163265306122448,0.0,0.6122448979591837,0.1836734693877551,0.08163265306122448,0.12244897959183673,0.125,0.27450980392156865,0.8333333333333334,4.326530612244898,4.326530612244898,17,0.631578947368421,12,1.123076923076923,4,0.0,4,False,False,False,False,False,False,0.014857035130262375,0.2276335060596466,0.030028657987713814,0.722362756729126,0.9771117568016052,0.02288825623691082
1970,1974,Roberta Flack,1,soul,soul,61,7gkboYtvhuXNS4EUwmFPcw,0.833,0.681,2923.3333333333335,0.264,0.441,8,-21.861,1,0.0309,93.809,0.692,0.3888888888888889,0.5,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.11267605633802817,0.13888888888888887,0.8333333333333334,3.3333333333333335,3.3333333333333335,12,0.9615384615384616,11,1.0588235294117647,2,0.0020524515393386543,4,False,False,False,False,False,False,0.7416749596595764,0.0010061298962682486,0.0030465242452919483,0.2517256736755371,0.0023383155930787325,0.9976617097854614
1970,1973,Elvis Presley,41,pop,pop,36,7DSUykao1FtU4vfFReDsfd,0.75,0.588,3614.0,0.238,0.000374,10,-18.654,1,0.0374,137.612,0.326,0.06329113924050633,0.7721518987341772,0.16455696202531644,0.08860759493670886,0.16455696202531644,0.43037974683544306,0.46835443037974683,0.05063291139240506,0.31645569620253167,0.2564102564102564,0.07575757575757576,0.8333333333333334,3.6202531645569622,3.4430379746835444,11,0.7727272727272727,8,1.3709677419354838,4,0.0011068068622025456,0,True,False,False,False,False,False,0.05697374790906906,0.2946910262107849,0.1220022663474083,0.5208963751792908,0.9503448009490967,0.04965520650148392
1980,1983,Michael Jackson,5,dance.funk.pop,,66,2kulOHR2XY6YDZCWXb38hn,0.0219,0.846,6039.55,0.922,0.355,6,-4.206,0,0.0438,122.195,0.899,0.0,0.916030534351145,0.08396946564885496,0.0916030534351145,0.08396946564885496,0.4580152671755725,0.5419847328244275,0.4580152671755725,0.0,0.0,0.3333333333333333,0.6666666666666666,1.816793893129771,0.0,3,0.12,6,0.9130434782608695,6,0.001159026748681607,5,True,False,False,False,False,False,0.004238927736878395,0.3588223457336426,0.5200621485710144,0.11052635312080383,0.9978840947151184,0.0021158603485673666
1960,1969,Glen Campbell,4,country.pop,,50,7GCNh1ibQiae8aimaEUOFq,0.202,0.526,2684.45,0.52,0.000329,5,-8.918,1,0.0296,118.404,0.675,0.17475728155339806,0.7961165048543689,0.02912621359223301,0.05825242718446602,0.038834951456310676,0.7281553398058253,0.2524271844660194,0.08737864077669903,0.22330097087378642,0.16666666666666666,0.16666666666666669,0.8333333333333334,3.2233009708737863,3.2233009708737863,17,0.8627450980392157,10,1.6867469879518073,4,0.001490063141425618,0,True,False,False,False,False,False,0.003261864883825183,0.42806756496429443,0.007706794422119856,0.01862179860472679,0.1011643260717392,0.8988357186317444
1980,1981,Pat Benatar,38,rock,rock,46,53KWO4rVgaRhXJoKulnF0D,0.0954,0.278,4191.783333333334,0.747,0.000241,5,-5.586,1,0.0423,158.035,0.383,0.48201438848920863,0.5179856115107914,0.0,0.09352517985611511,0.0,0.7266187050359713,0.07194244604316546,0.02877697841726619,0.10071942446043165,0.0,0.037037037037037035,0.3333333333333333,3.2014388489208634,3.2014388489208634,9,0.4175824175824176,8,1.1657142857142857,6,0.0019084955885919673,3,True,False,False,False,False,False,0.003926907200366259,0.16723662614822388,0.02560482732951641,0.7919440269470215,0.9732637405395508,0.026736203581094742
1960,1969,The Rolling Stones,1,british.rock,rock,30,3na0tUgyURnbyXe6qsO8S3,0.536,0.401,5018.45,0.94,0.00183,7,-4.858,1,0.0928,112.304,0.342,0.0,0.8783783783783784,0.12162162162162163,0.0,0.12162162162162163,0.8243243243243243,0.44594594594594594,0.04054054054054054,0.2702702702702703,0.1917808219178082,0.13333333333333336,0.8333333333333334,2.7837837837837838,2.945945945945946,10,0.78125,9,1.3068181818181819,3,0.0009963235660413077,4,True,False,False,False,False,False,0.01171713974326849,0.5714399814605713,0.02272501215338707,0.3635595142841339,0.0032343300990760326,0.9967656135559082
1970,1977,Abba,14,disco.pop.swedish,pop,64,798cuJeotvXP8UVa8GJPnD,0.0399,0.546,4032.0,0.733,1.11e-06,2,-7.073,1,0.0299,107.285,0.91,0.2619047619047619,0.7063492063492064,0.031746031746031744,0.023809523809523808,0.031746031746031744,0.8809523809523809,0.21428571428571427,0.03968253968253968,0.2857142857142857,0.2,0.0,0,3.2063492063492065,3.1904761904761907,11,0.5833333333333334,7,1.490909090909091,6,0.001488095238095238,3,True,True,True,False,False,False,0.009505885653197765,0.02879450097680092,0.16154827177524567,0.7951590418815613,0.0014021516544744372,0.9985978007316589
1970,1971,The Band,72,rock,rock,33,37zBZjgFSOiOHqEO0F8bVH,0.0187,0.355,4430.0,0.986,0.000477,9,-6.238,1,0.248,174.359,0.585,0.028846153846153848,0.8942307692307693,0.07692307692307693,0.028846153846153848,0.07692307692307693,0.49038461538461536,0.5384615384615384,0.028846153846153848,0.028846153846153848,0.02912621359223301,0.13095238095238096,0.8333333333333334,3.519230769230769,0.9038461538461539,14,0.3584905660377358,9,2.2873563218390807,5,0.001580135440180587,3,False,False,False,False,False,True,0.0020198344718664885,0.054788801819086075,0.03828436881303787,0.8960188031196594,0.995354413986206,0.004645646084100008
1970,1974,John Denver,5,country.singer-songwriter,country,53,721gOIOYPYJIGw2LLvLjsd,0.837,0.528,4756.216666666666,0.305,3.03e-06,4,-11.671,1,0.0301,117.828,0.549,0.01834862385321101,0.981651376146789,0.0,0.11926605504587157,0.0,0.7706422018348624,0.3944954128440367,0.01834862385321101,0.3486238532110092,0.2222222222222222,0.1388888888888889,0.8333333333333334,2.8623853211009176,2.8623853211009176,6,0.4358974358974359,8,1.0073529411764706,4,0.0021025114499269378,4,True,False,False,False,False,False,0.0003139885957352817,0.0001788995141396299,0.998458743095398,0.0005818509380333126,0.0004780809977091849,0.9995219707489014
1980,1987,Genesis,3,rock,rock,43,3qmYlsTbC9CD9SGoVmaEDa,0.0159,0.572,8842.666666666666,0.502,0.0142,7,-14.405,1,0.0303,98.044,0.316,0.33112582781456956,0.3841059602649007,0.2847682119205298,0.09271523178807947,0.2913907284768212,0.3576158940397351,0.271523178807947,0.059602649006622516,0.16556291390728478,0.08,0.19696969696969696,0.8333333333333334,2.6754966887417218,2.052980132450331,33,0.5274725274725275,9,1.0825688073394495,6,0.0013570566948130278,6,False,True,False,False,False,False,0.021254118531942368,0.49438202381134033,0.02347492426633835,0.41006532311439514,0.28486368060112,0.7151362895965576
1980,1980,Kenny Rogers,7,country,country,59,6SFeCisbYSqaQwL9hucoF2,0.662,0.264,3635.55,0.307,0,7,-12.36,1,0.0341,172.546,0.153,0.15492957746478872,0.8450704225352113,0.0,0.09859154929577464,0.04225352112676056,0.43661971830985913,0.28169014084507044,0.056338028169014086,0.16901408450704225,0.08571428571428572,0.041666666666666664,0.5,3.492957746478873,2.9859154929577465,12,0.6078431372549019,8,1.1688311688311688,3,0.0011002461800827935,2,False,False,True,False,False,False,0.00406442629173398,0.0038242340087890625,0.0060225981287658215,0.9829864501953125,0.004555049818009138,0.9954450130462646
1970,1975,The Beach Boys,49,pop.rock,pop-rock,51,3U4hSjTlK6WU0wORlAne9H,0.208,0.627,3373.7833333333333,0.631,0,9,-10.76,0,0.0245,109.983,0.679,0.39603960396039606,0.5445544554455446,0.0594059405940594,0.0594059405940594,0.07920792079207921,0.37623762376237624,0.22772277227722773,0.21782178217821782,0.07920792079207921,0.0,0.3148148148148148,1.0,2.9504950495049505,2.9504950495049505,9,0.5925925925925926,10,1.9516129032258065,6,0.0020748220346100076,5,False,False,True,False,False,False,0.009280340746045113,0.5833865404129028,0.023624049499630928,0.1850384920835495,0.06386703252792358,0.9361329674720764
1970,1978,Billy Joel,3,pop.rock.singer-songwriter,pop-rock,71,49MHCPzvMLXhRjDantBMVH,0.703,0.589,4842.883333333333,0.453,2.54e-05,7,-8.912,1,0.0397,139.148,0.513,0.365,0.505,0.13,0.06,0.17,0.165,0.345,0.105,0.12,0.11055276381909548,0.21153846153846156,0.8333333333333334,3.55,2.84,26,0.6538461538461539,11,1.283132530120482,4,0.00165190847050483,0,False,False,False,True,False,False,0.0009035408147610724,0.0007800649618729949,0.00039537856355309486,0.997349739074707,0.6452643275260925,0.35473567247390747
1960,1962,Bing Crosby,12,jazz,,57,4so0Wek9Ig1p6CRCHuINwW,0.673,0.317,2958.0,0.158,0.353,9,-16.485,1,0.0381,130.503,0.247,0.2523364485981308,0.7289719626168224,0.018691588785046728,0.04672897196261682,0.07476635514018691,0.3364485981308411,0.3644859813084112,0.14018691588785046,0.1588785046728972,0.09433962264150944,0.13978494623655915,0.8333333333333334,2.7850467289719627,2.308411214953271,31,0.6384615384615384,12,1.7352941176470589,5,0.0,0,False,False,False,False,False,False,0.02005588635802269,0.007091313600540161,0.022194217890501022,0.8134655952453613,0.013925314880907536,0.9860746264457703
1990,1991,Stevie B,1,pop,pop,29,6GWAYg3cZzizs3FAJzdydD,0.812,0.22,5113.816666666667,0.339,0,1,-8.082,1,0.037,61.764,0.0887,0.24817518248175183,0.7518248175182481,0.0,0.06569343065693431,0.0,0.656934306569343,0.12408759124087591,0.10948905109489052,0.2773722627737226,0.125,0.041666666666666664,0.3333333333333333,3.335766423357664,3.18978102189781,12,0.66,9,2.2028985507246377,3,0.0011732919639277904,3,False,True,True,False,False,False,0.4992668628692627,0.008244764991104603,0.006477203220129013,0.4840020537376404,0.00019094510935246944,0.9998090863227844
1960,1966,The Rolling Stones,9,british.rock,rock,37,31vgSRfK5YOGSCAfj6zPAS,0.283,0.373,2566.6666666666665,0.834,0.769,7,-5.49,1,0.0366,100.54,0.486,0.0,1.0,0.0,0.12643678160919541,0.0,0.7241379310344828,0.3218390804597701,0.0,0.42528735632183906,0.11627906976744186,0.023809523809523808,0.16666666666666666,3.413793103448276,2.4942528735632186,7,0.358974358974359,8,1.0578512396694215,7,0.003116883116883117,4,True,False,False,False,False,False,0.0005184763576835394,0.00035964520066045225,0.0005317723262123764,0.9981726408004761,0.006963934283703566,0.9930360913276672
1970,1978,John Denver,59,acoustic.country.folk.singer-songwriter,country,21,4FFQ1W59V9zWBAsDLnA7BZ,0.869,0.37,2624.45,0.322,0,2,-12.072,1,0.0351,172.392,0.756,0.047619047619047616,0.9428571428571428,0.009523809523809525,0.047619047619047616,0.009523809523809525,0.4,0.3904761904761905,0.02857142857142857,0.4666666666666667,0.2403846153846154,0.0,0,3.676190476190476,1.4476190476190476,20,0.3333333333333333,7,1.882882882882883,2,0.00190516108136943,2,True,False,False,False,False,False,0.12911322712898254,0.003373257350176573,0.004833470564335585,0.8611525297164917,0.0011469218879938126,0.9988530874252319
1970,1975,Glen Campbell,1,country.pop,,65,0VwTeYNjcl30DyQlt3GPe0,0.102,0.644,3240.883333333333,0.633,6.82e-05,0,-8.006,1,0.0261,115.193,0.647,0.07407407407407407,0.8888888888888888,0.037037037037037035,0.037037037037037035,0.05185185185185185,0.7111111111111111,0.37037037037037035,0.014814814814814815,0.25925925925925924,0.06716417910447761,0.09722222222222222,0.8333333333333334,3.2222222222222223,3.0444444444444443,12,0.5360824742268041,9,2.369565217391304,3,0.0009256735560778184,2,False,False,False,False,False,False,0.00032687399652786553,0.009201770648360252,0.988980770111084,0.0006723689730279148,0.9910719990730286,0.008927923627197742
1970,1971,Ten Years After,40,rock,rock,41,19HjHUjCfDrEYhVSIKG6nK,0.202,0.384,3735.55,0.516,0.18,9,-12.032,0,0.0345,118.129,0.371,0.40441176470588236,0.5955882352941176,0.0,0.04411764705882353,0.0,0.8602941176470589,0.20588235294117646,0.0,0.19852941176470587,0.2,0.1111111111111111,0.5,2.7794117647058822,2.7794117647058822,6,0.07692307692307693,8,1.2477064220183487,5,0.0008030945911579286,3,True,False,False,False,False,False,0.006078396458178759,0.28731071949005127,0.06911446154117584,0.622344970703125,0.03561323881149292,0.9643867015838623
1970,1979,Bob Seger,28,rock,rock,74,5EOoMWIB9iK4ZpcSex9Ec7,0.206,0.714,3235.7833333333333,0.937,0,6,-2.947,1,0.0399,124.13,0.964,0.0,1.0,0.0,0.0,0.0,1.0,0.39285714285714285,0.0,0.4107142857142857,0.38181818181818183,0.0,0,4.232142857142857,4.232142857142857,3,0.5263157894736842,7,0.93,4,0.001854265067191355,5,True,False,True,True,False,False,0.29504579305648804,0.037068381905555725,0.012149039655923843,0.6493969559669495,0.0005942065618000925,0.9994057416915894
1960,1960,Jimmy Jones,2,rock,rock,41,63l4KCU2ZpXodzDzuHtyu4,0.4,0.477,2068.6666666666665,0.781,0,10,-6.931,1,0.0654,144.976,0.75,0.22641509433962265,0.7735849056603774,0.0,0.09433962264150944,0.0,0.9056603773584906,0.41509433962264153,0.0,0.18867924528301888,0.19230769230769232,0.1388888888888889,0.8333333333333334,3.509433962264151,3.509433962264151,6,0.7222222222222222,8,1.0,4,0.002417015791169836,4,True,False,False,False,False,False,0.31315046548843384,0.004033476114273071,0.5669375061988831,0.11119649559259415,0.2682555317878723,0.7317444682121277
1960,1969,Brother Jack McDuff,95,jazz,,28,6eHVWEOlLetg8gscLtAUsI,0.29,0.499,3570.45,0.648,0.592,6,-5.04,1,0.0318,98.367,0.625,0.2786885245901639,0.5901639344262295,0.13114754098360656,0.08196721311475409,0.2459016393442623,0.06557377049180328,0.26229508196721313,0.06557377049180328,0.16393442622950818,0.11666666666666667,0.2391304347826087,0.8333333333333334,3.4098360655737703,3.4098360655737703,23,0.5,12,1.28125,5,0.0,0,False,False,False,True,False,False,,,,,,
1960,1962,Dion,10,rock,rock,30,1lSxosAXNmtgNBMZfFKSpB,0.655,0.532,2744.883333333333,0.407,0,4,-12.209,0,0.035,119.337,0.845,0.25,0.75,0.0,0.041666666666666664,0.0,0.8333333333333334,0.25,0.041666666666666664,0.20833333333333334,0.14893617021276595,0.27083333333333337,0.5,3.0625,3.0625,8,0.85,11,1.0,2,0.0018215710443066798,2,False,False,False,False,False,False,0.0003411911311559379,0.00012074959522578865,0.000301777123240754,0.9988465309143066,0.0003659358771983534,0.9996340274810791
1980,1986,Simple Minds,14,pop.rock,pop-rock,48,5YIh3K9eF6ymtagIIpprOU,0.0634,0.564,4965.116666666667,0.924,0.00017,0,-6.262,1,0.0417,128.25,0.702,0.08527131782945736,0.9147286821705426,0.0,0.046511627906976744,0.0,0.627906976744186,0.4263565891472868,0.0,0.0,0.0,0.24242424242424246,0.8333333333333334,3.9302325581395348,2.5813953488372094,11,0.4489795918367347,9,1.018987341772152,5,0.0020140513650233126,4,True,True,False,False,False,False,0.029160795733332634,0.005991751328110695,0.043200697749853134,0.9198644161224365,0.004930214956402779,0.9950697422027588
1970,1973,Brownsville Station,3,rock,rock,50,1AIGp3gpj1NXJvh3engmUQ,0.735,0.575,2940.883333333333,0.756,0.0401,2,-9.414,1,0.0544,127.434,0.844,0.0196078431372549,0.6666666666666666,0.3137254901960784,0.0196078431372549,0.3137254901960784,0.6666666666666666,0.35294117647058826,0.0196078431372549,0.19607843137254902,0.02,0.023809523809523808,0.16666666666666666,3.450980392156863,3.450980392156863,7,0.9130434782608695,10,1.0,5,0.0027202711203549953,4,True,False,False,False,False,False,0.0009311748435720801,0.959572970867157,0.011419770307838917,0.02237575501203537,0.9918917417526245,0.008108247071504593
1960,1968,Max Frost & The Troopers,22,rock,rock,35,1oWLERlWcdoDA4zJAPCtyk,0.259,0.444,1967.55,0.716,0,5,-5.962,0,0.0442,157.509,0.724,0.3424657534246575,0.6027397260273972,0.0547945205479452,0.0,0.0547945205479452,0.863013698630137,0.3150684931506849,0.0,0.1232876712328767,0.125,0.06944444444444443,0.3333333333333333,3.315068493150685,3.4794520547945207,12,0.8205128205128205,9,1.2,3,0.0010164925923102335,0,False,False,False,False,False,False,0.0019638771191239357,0.045509133487939835,0.11040796339511871,0.8249462842941284,0.005809429567307234,0.9941905736923218
1990,1991,Firehouse,19,rock,rock,57,4lbhQdbiTpNP7GowZG8KsM,0.000303,0.616,3922.6666666666665,0.807,2.37e-05,8,-11.4,1,0.0348,111.054,0.637,0.2722772277227723,0.7277227722772277,0.0,0.01485148514851485,0.0,0.8366336633663366,0.18316831683168316,0.15346534653465346,0.3217821782178218,0.1791044776119403,0.0,0,3.386138613861386,3.0495049504950495,8,0.38028169014084506,7,1.981651376146789,7,0.0015295717199184228,4,True,False,False,False,False,False,0.00024720944929867983,0.005098636727780104,0.9936196208000183,0.0006093818228691816,0.012070473283529282,0.9879294633865356
1970,1979,Patrick Hernandez,16,dance.disco.pop,pop,72,3XIEWK1V9n25PS9Vb6axj5,0.0834,0.704,3135.55,0.868,0,2,-5.808,1,0.0315,131.468,0.808,0.29069767441860467,0.6744186046511628,0.03488372093023256,0.05813953488372093,0.03488372093023256,0.8488372093023255,0.26744186046511625,0.0,0.10465116279069768,0.023529411764705882,0.125,0.5,2.895348837209302,2.895348837209302,12,0.8269230769230769,10,1.0,4,0.0022324632042225448,5,True,True,False,False,False,False,0.0020814102608710527,0.018910735845565796,0.005152171943336725,0.9630992412567139,0.0004061429644934833,0.9995939135551453
1960,1968,Iron Butterfly,30,rock,rock,56,41TqRBgF4Ahyr4vGmZVk8b,0.00291,0.472,2899.7833333333333,0.526,0.000173,0,-9.505,1,0.0309,119.44,0.771,0.3793103448275862,0.3448275862068966,0.27586206896551724,0.3103448275862069,0.27586206896551724,0.4827586206896552,0.3793103448275862,0.13793103448275862,0.13793103448275862,0.0,0.2619047619047619,0.3333333333333333,2.4827586206896552,2.4827586206896552,7,1.0,12,0.9036144578313253,8,0.0006897067022248788,2,False,False,False,False,False,False,0.9954507946968079,0.0004616276710294187,0.0010029686382040381,0.001837984542362392,0.8525647521018982,0.14743518829345703
1970,1974,Wednesday,34,pop.rock,pop-rock,21,1pGlto2dqYjBc7TECAmYgU,0.0229,0.684,2612.2166666666667,0.365,0.0025,1,-11.352,0,0.0828,131.166,0.554,0.23376623376623376,0.7662337662337663,0.0,0.0,0.0,1.0,0.2987012987012987,0.0,0.23376623376623376,0.2236842105263158,0.2916666666666667,0.3333333333333333,3.207792207792208,3.207792207792208,4,0.17777777777777778,7,0.9390243902439024,4,0.0011484499116331595,3,False,False,True,False,False,False,0.0026625506579875946,0.04014289751648903,0.9290486574172974,0.02199309691786766,0.027942607179284096,0.9720573425292969
1960,1967,The Rolling Stones,14,british.rock,rock,31,5R5etR7RqxzuhZD5URAn2L,0.16,0.465,3550.0,0.76,0,5,-6.904,1,0.0366,115.344,0.551,0.11764705882352941,0.8823529411764706,0.0,0.058823529411764705,0.0,0.8823529411764706,0.25,0.3235294117647059,0.029411764705882353,0.029850746268656716,0.20370370370370372,0.8333333333333334,3.235294117647059,3.2058823529411766,9,0.7307692307692307,11,1.0,4,0.0011267605633802818,4,False,False,True,False,False,False,0.03198549523949623,0.5343042612075806,0.03271081671118736,0.32924598455429077,0.8864868879318237,0.11351312696933746
1970,1972,The 5th Dimension,8,pop.soul,,49,6HH6fmHF2YssfVkRmzcjf0,0.484,0.671,3210.0,0.497,0.0027,5,-12.53,0,0.0289,105.117,0.564,0.44680851063829785,0.43617021276595747,0.11702127659574468,0.07446808510638298,0.11702127659574468,0.3617021276595745,0.14893617021276595,0.02127659574468085,0.26595744680851063,0.11827956989247312,0.2685185185185185,0.5,3.202127659574468,3.095744680851064,18,0.7704918032786885,8,1.1744186046511629,4,0.0009345794392523365,0,False,True,False,False,True,False,0.00047474357415921986,0.9892615079879761,0.005831181537359953,0.0028315484523773193,0.9975752234458923,0.002424822188913822
1960,1964,Johnny Tillotson,37,pop.rock,pop-rock,3,4s8FwUTpj8H4s0EWXjE8vk,0.27,0.53,2504.483333333333,0.671,3.81e-06,7,-10.559,1,0.0611,85.708,0.461,0.11904761904761904,0.8809523809523809,0.0,0.07142857142857142,0.0,0.6785714285714286,0.16666666666666666,0.047619047619047616,0.14285714285714285,0.08433734939759036,0.19791666666666666,0.8333333333333334,3.0714285714285716,3.0714285714285716,16,0.967741935483871,12,1.2264150943396226,3,0.0019964197539079917,0,True,False,False,False,True,False,0.000423347664764151,0.01615358516573906,0.004655934404581785,0.0009679246577434242,0.8470626473426819,0.1529373824596405
1980,1980,REO Speedwagon,56,rock,rock,62,0cO7JEo8deKuQMWpDyjenY,0.0524,0.463,3689.7833333333333,0.629,0,2,-7.075,1,0.0269,81.797,0.459,0.0,0.9504950495049505,0.04950495049504951,0.0,0.04950495049504951,0.8514851485148515,0.3069306930693069,0.0,0.31683168316831684,0.05,0.0,0,3.6633663366336635,3.267326732673267,8,0.453125,7,1.4324324324324325,7,0.0010840744939856451,2,True,False,False,False,False,False,0.005916770081967115,0.33847060799598694,0.10196351259946823,0.5477986931800842,0.9902811050415039,0.009718828834593296
