,decade,year,artist,chart_pos,genre,spotify_popularity,spotify_id,acousticness,danceability,duration_ms,energy,instrumentalness,key,loudness,mode,speechiness,tempo,valence,minor_percentage,major_percentage,neither_chords,get_added_seventh_use,non_triad_chords_percentage,minor_or_major,tonic_percentage,supertonic_percentage,dominant_percentage,v_to_i,circle_of_fifths_dist,circle_of_fifths_dist_largest_dist,chord_distances,chord_distances2,different_chords,different_progressions,different_notes,average_chord_count_per_bar,different_sections_count,section_repetitions,chorus_repetitions,guitar,synthesizer,piano,saxophone,strings,trumpet,love,anger,sadness,joy,negative,positive,spotify_genres
133,1960,1961,Ike & Tina Turner,14,blues.rock.soul,22,2vGVafns1VhbbhyIKi5VtL,0.745,0.69,3055.7833333333333,0.69,6.34e-06,0,-7.465,1,0.103,108.037,0.936,0.0,1.0,0.0,0.0,0.0,0.9770114942528736,0.3563218390804598,0.0,0.1379310344827586,0.1046511627906976,0.0833333333333333,0.3333333333333333,3.735632183908046,3.5977011494252875,6,0.543859649122807,11,1.5,3,0.0009817449971911,2,False,False,False,False,False,False,0.0006486133206635,0.0003376448585186,0.0005276309675537,0.9981616139411926,0.0006239960785023,0.9993759989738464,brill building pop.classic soul.funk.rock-and-roll.soul.southern soul
134,1960,1962,Mel Torme,36,jazz,58,71tjsDvB4EMJqNG8EMmFnb,0.65,0.632,2756.0,0.368,0.0,7,-14.901,0,0.061,143.121,0.773,0.4230769230769231,0.5576923076923077,0.0192307692307692,0.1346153846153846,0.0192307692307692,0.7307692307692307,0.4615384615384615,0.1346153846153846,0.0,0.0,0.2037037037037037,0.8333333333333334,1.3461538461538465,1.3461538461538465,9,0.5,12,1.0729166666666667,4,0.0018142235123367,0,True,False,False,False,False,False,0.0007479736814275,0.0005301480414345,0.0015185577794909,0.9966413974761964,0.0059769400395452,0.9940230250358582,adult standards.contemporary vocal jazz.easy listening.lounge.swing.vocal jazz
135,1950,1959,Ray Charles,95,blues.jazz.soul,38,0OKYalLV6PdwiLjBDkaAuc,0.459,0.677,3401.333333333333,0.734,0.0,3,-6.0,1,0.0388,77.453,0.744,0.0263157894736842,0.9736842105263158,0.0,0.1578947368421052,0.0263157894736842,0.0,0.4736842105263157,0.0,0.1842105263157894,0.027027027027027,0.4722222222222222,0.8333333333333334,3.657894736842105,3.3947368421052637,6,0.9375,10,1.0625,2,0.0011760094080752,0,False,False,False,True,False,False,0.0020110579207539,0.0121786259114742,0.9754309058189392,0.0089304912835359,0.0010726368054747,0.9989272952079772,adult standards.classic soul.jazz blues.piano blues.soul.soul blues.vocal jazz
136,1970,1976,Heart,9,rock,61,4sUlsy0tPv9n5nqrqeA0lE,0.159,0.435,5472.666666666667,0.444,0.000705,7,-12.816,0,0.0336,103.818,0.734,0.0079365079365079,0.365079365079365,0.626984126984127,0.0,0.626984126984127,0.373015873015873,0.4206349206349206,0.0,0.0,0.0,0.1296296296296296,0.3333333333333333,2.365079365079365,2.365079365079365,9,0.392156862745098,11,1.2535211267605637,5,0.0016445364843464,4,True,True,False,False,False,False,0.0004619332321453,0.0016537654446437,0.0009525070781819,0.9954530000686646,0.0236800331622362,0.9763200283050536,album rock.classic rock.hard rock.heartland rock.mellow gold.new wave pop.rock.soft rock
137,1970,1972,Isaac Hayes,30,funk.soul,37,4CkLWXUasaJRV8k25nFDcw,0.00307,0.668,3348.883333333333,0.423,0.153,5,-14.415,0,0.0413,151.763,0.862,0.9285714285714286,0.0714285714285714,0.0,0.1071428571428571,0.0,0.5,0.9285714285714286,0.0,0.0357142857142857,0.0363636363636363,0.125,0.5,0.4285714285714285,4.767857142857143,4,1.0,7,1.8666666666666667,2,0.0011944279934107,2,True,False,False,False,False,False,0.0803016722202301,0.004820701200515,0.0061944676563143,0.9041125774383544,0.8023374080657959,0.1976625919342041,classic soul.disco.funk.jazz funk.memphis soul.quiet storm.soul.southern soul
138,1980,1981,Rick Springfield,1,pop.rock,72,5RsUlxLto4NZbhJpqJbHfN,0.165,0.727,3235.333333333333,0.834,0.0,2,-5.851,1,0.0496,131.7,0.816,0.1118421052631579,0.3947368421052631,0.4934210526315789,0.0,0.4934210526315789,0.3947368421052631,0.3026315789473684,0.0,0.3157894736842105,0.1920529801324503,0.0833333333333333,0.3333333333333333,3.131578947368421,3.223684210526316,14,0.1498771498771498,10,3.044117647058824,9,0.0003090871625798,3,True,False,False,False,False,False,0.1056527942419052,0.3794456124305725,0.0776818692684173,0.4082128703594208,0.9980448484420776,0.0019551215227693,album rock.australian rock.classic rock.heartland rock.mellow gold.new wave pop.pop rock.rock.soft rock.yacht rock
139,1970,1976,Abba,13,disco.pop.swedish,68,4BM8yJ0PzBi2ZewpMTOxtx,0.627,0.354,4216.0,0.535,2.9e-06,9,-8.876,1,0.0303,110.821,0.434,0.1224489795918367,0.8775510204081632,0.0,0.0408163265306122,0.0,0.9387755102040816,0.4285714285714285,0.1224489795918367,0.2857142857142857,0.2708333333333333,0.1875,0.8333333333333334,4.081632653061225,4.081632653061225,8,0.7941176470588235,10,1.0,5,0.0004743833017077,2,False,False,False,False,False,False,0.0030212989076972,0.6578884124755859,0.2205098420381546,0.076675996184349,0.9975964426994324,0.0024035493843257,europop.swedish pop
140,1960,1962,Nat King Cole,2,jazz,42,6bZlab0NrNteVppLu9C2Zy,0.794,0.431,2797.55,0.379,0.0,9,-8.615,1,0.0267,97.061,0.31,0.1224489795918367,0.8775510204081632,0.0,0.0816326530612244,0.0,0.6122448979591837,0.1836734693877551,0.0816326530612244,0.1224489795918367,0.125,0.2745098039215686,0.8333333333333334,4.326530612244898,4.326530612244898,17,0.631578947368421,12,1.123076923076923,4,0.0,4,False,False,False,False,False,False,0.0148570351302623,0.2276335060596466,0.0300286579877138,0.722362756729126,0.9771117568016052,0.0228882562369108,adult standards.vocal jazz
141,1970,1974,Roberta Flack,1,soul,61,7gkboYtvhuXNS4EUwmFPcw,0.833,0.681,2923.333333333333,0.264,0.441,8,-21.861,1,0.0309,93.809,0.692,0.3888888888888889,0.5,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.1126760563380281,0.1388888888888888,0.8333333333333334,3.333333333333333,3.333333333333333,12,0.9615384615384616,11,1.0588235294117647,2,0.0020524515393386,4,False,False,False,False,False,False,0.7416749596595764,0.0010061298962682,0.0030465242452919,0.2517256736755371,0.0023383155930787,0.9976617097854614,adult standards.classic soul.disco.funk.mellow gold.quiet storm.soft rock.soul
142,1970,1973,Elvis Presley,41,pop,36,7DSUykao1FtU4vfFReDsfd,0.75,0.588,3614.0,0.238,0.000374,10,-18.654,1,0.0374,137.612,0.326,0.0632911392405063,0.7721518987341772,0.1645569620253164,0.0886075949367088,0.1645569620253164,0.430379746835443,0.4683544303797468,0.050632911392405,0.3164556962025316,0.2564102564102564,0.0757575757575757,0.8333333333333334,3.620253164556962,3.4430379746835444,11,0.7727272727272727,8,1.3709677419354838,4,0.0011068068622025,0,True,False,False,False,False,False,0.056973747909069,0.2946910262107849,0.1220022663474083,0.5208963751792908,0.9503448009490968,0.0496552065014839,rock-and-roll.rockabilly
143,1980,1983,Michael Jackson,5,dance.funk.pop,66,2kulOHR2XY6YDZCWXb38hn,0.0219,0.846,6039.55,0.922,0.355,6,-4.206,0,0.0438,122.195,0.899,0.0,0.916030534351145,0.0839694656488549,0.0916030534351145,0.0839694656488549,0.4580152671755725,0.5419847328244275,0.4580152671755725,0.0,0.0,0.3333333333333333,0.6666666666666666,1.816793893129771,0.0,3,0.12,6,0.9130434782608696,6,0.0011590267486816,5,True,False,False,False,False,False,0.0042389277368783,0.3588223457336426,0.5200621485710144,0.1105263531208038,0.9978840947151184,0.0021158603485673,pop.r&b.soul
144,1960,1969,Glen Campbell,4,country.pop,50,7GCNh1ibQiae8aimaEUOFq,0.202,0.526,2684.45,0.52,0.000329,5,-8.918,1,0.0296,118.404,0.675,0.174757281553398,0.7961165048543689,0.029126213592233,0.058252427184466,0.0388349514563106,0.7281553398058253,0.2524271844660194,0.087378640776699,0.2233009708737864,0.1666666666666666,0.1666666666666666,0.8333333333333334,3.2233009708737863,3.2233009708737863,17,0.8627450980392157,10,1.686746987951807,4,0.0014900631414256,0,True,False,False,False,False,False,0.0032618648838251,0.4280675649642944,0.0077067944221198,0.0186217986047267,0.1011643260717392,0.8988357186317444,adult standards.arkansas country.brill building pop.classic country pop.classic rock.folk rock.lounge.mellow gold.nashville sound.singer-songwriter.soft rock
145,1980,1981,Pat Benatar,38,rock,46,53KWO4rVgaRhXJoKulnF0D,0.0954,0.278,4191.783333333334,0.747,0.000241,5,-5.586,1,0.0423,158.035,0.383,0.4820143884892086,0.5179856115107914,0.0,0.0935251798561151,0.0,0.7266187050359713,0.0719424460431654,0.0287769784172661,0.1007194244604316,0.0,0.037037037037037,0.3333333333333333,3.2014388489208634,3.2014388489208634,9,0.4175824175824176,8,1.1657142857142857,6,0.0019084955885919,3,True,False,False,False,False,False,0.0039269072003662,0.1672366261482238,0.0256048273295164,0.7919440269470215,0.9732637405395508,0.0267362035810947,album rock.classic rock.heartland rock.mellow gold.new wave pop.rock.soft rock
146,1960,1969,The Rolling Stones,1,british.rock,30,3na0tUgyURnbyXe6qsO8S3,0.536,0.401,5018.45,0.94,0.00183,7,-4.858,1,0.0928,112.304,0.342,0.0,0.8783783783783784,0.1216216216216216,0.0,0.1216216216216216,0.8243243243243243,0.4459459459459459,0.0405405405405405,0.2702702702702703,0.1917808219178082,0.1333333333333333,0.8333333333333334,2.783783783783784,2.945945945945946,10,0.78125,9,1.306818181818182,3,0.0009963235660413,4,True,False,False,False,False,False,0.0117171397432684,0.5714399814605713,0.022725012153387,0.3635595142841339,0.003234330099076,0.9967656135559082,british invasion.classic rock.rock
147,1970,1977,Abba,14,disco.pop.swedish,64,798cuJeotvXP8UVa8GJPnD,0.0399,0.546,4032.0,0.733,1.11e-06,2,-7.073,1,0.0299,107.285,0.91,0.2619047619047619,0.7063492063492064,0.0317460317460317,0.0238095238095238,0.0317460317460317,0.8809523809523809,0.2142857142857142,0.0396825396825396,0.2857142857142857,0.2,0.0,0.0,3.2063492063492065,3.1904761904761907,11,0.5833333333333334,7,1.490909090909091,6,0.0014880952380952,3,True,True,True,False,False,False,0.0095058856531977,0.0287945009768009,0.1615482717752456,0.7951590418815613,0.0014021516544744,0.9985978007316588,europop.swedish pop
148,1970,1971,The Band,72,rock,33,37zBZjgFSOiOHqEO0F8bVH,0.0187,0.355,4430.0,0.986,0.000477,9,-6.238,1,0.248,174.359,0.585,0.0288461538461538,0.8942307692307693,0.0769230769230769,0.0288461538461538,0.0769230769230769,0.4903846153846153,0.5384615384615384,0.0288461538461538,0.0288461538461538,0.029126213592233,0.1309523809523809,0.8333333333333334,3.519230769230769,0.903846153846154,14,0.3584905660377358,9,2.2873563218390807,5,0.0015801354401805,3,False,False,False,False,False,True,0.0020198344718664,0.054788801819086,0.0382843688130378,0.8960188031196594,0.995354413986206,0.0046456460841,album rock.blues rock.classic canadian rock.classic rock.cosmic american.country rock.folk.folk rock.heartland rock.mellow gold.rock.roots rock.soft rock.swamp rock
149,1970,1974,John Denver,5,country.singer-songwriter,53,721gOIOYPYJIGw2LLvLjsd,0.837,0.528,4756.216666666666,0.305,3.03e-06,4,-11.671,1,0.0301,117.828,0.549,0.018348623853211,0.981651376146789,0.0,0.1192660550458715,0.0,0.7706422018348624,0.3944954128440367,0.018348623853211,0.3486238532110092,0.2222222222222222,0.1388888888888889,0.8333333333333334,2.8623853211009176,2.8623853211009176,6,0.4358974358974359,8,1.0073529411764706,4,0.0021025114499269,4,True,False,False,False,False,False,0.0003139885957352,0.0001788995141396,0.998458743095398,0.0005818509380333,0.0004780809977091,0.9995219707489014,classic country pop.folk.folk rock.mellow gold.singer-songwriter.soft rock
150,1980,1987,Genesis,3,rock,43,3qmYlsTbC9CD9SGoVmaEDa,0.0159,0.572,8842.666666666666,0.502,0.0142,7,-14.405,1,0.0303,98.044,0.316,0.3311258278145695,0.3841059602649007,0.2847682119205298,0.0927152317880794,0.2913907284768212,0.3576158940397351,0.271523178807947,0.0596026490066225,0.1655629139072847,0.08,0.1969696969696969,0.8333333333333334,2.6754966887417218,2.052980132450331,33,0.5274725274725275,9,1.0825688073394495,6,0.001357056694813,6,False,True,False,False,False,False,0.0212541185319423,0.4943820238113403,0.0234749242663383,0.4100653231143951,0.28486368060112,0.7151362895965576,album rock.art rock.classic rock.mellow gold.progressive rock.rock.soft rock.symphonic rock
151,1980,1980,Kenny Rogers,7,country,59,6SFeCisbYSqaQwL9hucoF2,0.662,0.264,3635.55,0.307,0.0,7,-12.36,1,0.0341,172.546,0.153,0.1549295774647887,0.8450704225352113,0.0,0.0985915492957746,0.0422535211267605,0.4366197183098591,0.2816901408450704,0.056338028169014,0.1690140845070422,0.0857142857142857,0.0416666666666666,0.5,3.492957746478873,2.9859154929577465,12,0.6078431372549019,8,1.1688311688311688,3,0.0011002461800827,2,False,False,True,False,False,False,0.0040644262917339,0.003824234008789,0.0060225981287658,0.9829864501953124,0.0045550498180091,0.9954450130462646,adult standards.classic country pop.country.mellow gold.nashville sound.soft rock
152,1970,1975,The Beach Boys,49,pop.rock,51,3U4hSjTlK6WU0wORlAne9H,0.208,0.627,3373.7833333333333,0.631,0.0,9,-10.76,0,0.0245,109.983,0.679,0.396039603960396,0.5445544554455446,0.0594059405940594,0.0594059405940594,0.0792079207920792,0.3762376237623762,0.2277227722772277,0.2178217821782178,0.0792079207920792,0.0,0.3148148148148148,1.0,2.9504950495049505,2.9504950495049505,9,0.5925925925925926,10,1.9516129032258065,6,0.00207482203461,5,False,False,True,False,False,False,0.0092803407460451,0.5833865404129028,0.0236240494996309,0.1850384920835495,0.0638670325279235,0.9361329674720764,baroque pop.brill building pop.classic rock.psychedelic rock.rock.sunshine pop
153,1970,1978,Billy Joel,3,pop.rock.singer-songwriter,71,49MHCPzvMLXhRjDantBMVH,0.703,0.589,4842.883333333333,0.453,2.54e-05,7,-8.912,1,0.0397,139.148,0.513,0.365,0.505,0.13,0.06,0.17,0.165,0.345,0.105,0.12,0.1105527638190954,0.2115384615384615,0.8333333333333334,3.55,2.84,26,0.6538461538461539,11,1.283132530120482,4,0.0016519084705048,0,False,False,False,True,False,False,0.000903540814761,0.0007800649618729,0.000395378563553,0.997349739074707,0.6452643275260925,0.3547356724739074,classic rock.mellow gold.piano rock.rock.singer-songwriter.soft rock
154,1960,1962,Bing Crosby,12,jazz,57,4so0Wek9Ig1p6CRCHuINwW,0.673,0.317,2958.0,0.158,0.353,9,-16.485,1,0.0381,130.503,0.247,0.2523364485981308,0.7289719626168224,0.0186915887850467,0.0467289719626168,0.0747663551401869,0.3364485981308411,0.3644859813084112,0.1401869158878504,0.1588785046728972,0.0943396226415094,0.1397849462365591,0.8333333333333334,2.7850467289719627,2.308411214953271,31,0.6384615384615384,12,1.7352941176470589,5,0.0,0,False,False,False,False,False,False,0.0200558863580226,0.0070913136005401,0.022194217890501,0.8134655952453613,0.0139253148809075,0.9860746264457704,adult standards.easy listening.lounge
155,1990,1991,Stevie B,1,pop,29,6GWAYg3cZzizs3FAJzdydD,0.812,0.22,5113.816666666667,0.339,0.0,1,-8.082,1,0.037,61.764,0.0887,0.2481751824817518,0.7518248175182481,0.0,0.0656934306569343,0.0,0.656934306569343,0.1240875912408759,0.1094890510948905,0.2773722627737226,0.125,0.0416666666666666,0.3333333333333333,3.335766423357664,3.18978102189781,12,0.66,9,2.2028985507246377,3,0.0011732919639277,3,False,True,True,False,False,False,0.4992668628692627,0.0082447649911046,0.006477203220129,0.4840020537376404,0.0001909451093524,0.9998090863227844,freestyle
156,1960,1966,The Rolling Stones,9,british.rock,37,31vgSRfK5YOGSCAfj6zPAS,0.283,0.373,2566.6666666666665,0.834,0.769,7,-5.49,1,0.0366,100.54,0.486,0.0,1.0,0.0,0.1264367816091954,0.0,0.7241379310344828,0.3218390804597701,0.0,0.425287356321839,0.1162790697674418,0.0238095238095238,0.1666666666666666,3.413793103448276,2.4942528735632186,7,0.358974358974359,8,1.0578512396694215,7,0.0031168831168831,4,True,False,False,False,False,False,0.0005184763576835,0.0003596452006604,0.0005317723262123,0.998172640800476,0.0069639342837035,0.9930360913276672,british invasion.classic rock.rock
157,1970,1978,John Denver,59,acoustic.country.folk.singer-songwriter,21,4FFQ1W59V9zWBAsDLnA7BZ,0.869,0.37,2624.45,0.322,0.0,2,-12.072,1,0.0351,172.392,0.756,0.0476190476190476,0.9428571428571428,0.0095238095238095,0.0476190476190476,0.0095238095238095,0.4,0.3904761904761905,0.0285714285714285,0.4666666666666667,0.2403846153846154,0.0,0.0,3.676190476190476,1.4476190476190476,20,0.3333333333333333,7,1.882882882882883,2,0.0019051610813694,2,True,False,False,False,False,False,0.1291132271289825,0.0033732573501765,0.0048334705643355,0.8611525297164917,0.0011469218879938,0.998853087425232,classic country pop.folk.folk rock.mellow gold.singer-songwriter.soft rock
158,1970,1975,Glen Campbell,1,country.pop,65,0VwTeYNjcl30DyQlt3GPe0,0.102,0.644,3240.883333333333,0.633,6.82e-05,0,-8.006,1,0.0261,115.193,0.647,0.074074074074074,0.8888888888888888,0.037037037037037,0.037037037037037,0.0518518518518518,0.7111111111111111,0.3703703703703703,0.0148148148148148,0.2592592592592592,0.0671641791044776,0.0972222222222222,0.8333333333333334,3.2222222222222223,3.0444444444444443,12,0.5360824742268041,9,2.369565217391304,3,0.0009256735560778,2,False,False,False,False,False,False,0.0003268739965278,0.0092017706483602,0.988980770111084,0.0006723689730279,0.9910719990730286,0.0089279236271977,adult standards.arkansas country.brill building pop.classic country pop.classic rock.folk rock.lounge.mellow gold.nashville sound.singer-songwriter.soft rock
159,1970,1971,Ten Years After,40,rock,41,19HjHUjCfDrEYhVSIKG6nK,0.202,0.384,3735.55,0.516,0.18,9,-12.032,0,0.0345,118.129,0.371,0.4044117647058823,0.5955882352941176,0.0,0.0441176470588235,0.0,0.8602941176470589,0.2058823529411764,0.0,0.1985294117647058,0.2,0.1111111111111111,0.5,2.7794117647058822,2.7794117647058822,6,0.0769230769230769,8,1.2477064220183487,5,0.0008030945911579,3,True,False,False,False,False,False,0.0060783964581787,0.2873107194900512,0.0691144615411758,0.622344970703125,0.0356132388114929,0.9643867015838624,album rock.art rock.blues.blues rock.british blues.classic rock.country rock.electric blues.folk rock.hard rock.psychedelic rock.rock.roots rock.symphonic rock
160,1970,1979,Bob Seger,28,rock,74,5EOoMWIB9iK4ZpcSex9Ec7,0.206,0.714,3235.7833333333333,0.937,0.0,6,-2.947,1,0.0399,124.13,0.964,0.0,1.0,0.0,0.0,0.0,1.0,0.3928571428571428,0.0,0.4107142857142857,0.3818181818181818,0.0,0.0,4.232142857142857,4.232142857142857,3,0.5263157894736842,7,0.93,4,0.0018542650671913,5,True,False,True,True,False,False,0.295045793056488,0.0370683819055557,0.0121490396559238,0.6493969559669495,0.0005942065618,0.9994057416915894,album rock.classic rock.country rock.detroit rock.folk rock.hard rock.heartland rock.mellow gold.rock.singer-songwriter.soft rock
161,1960,1960,Jimmy Jones,2,rock,41,63l4KCU2ZpXodzDzuHtyu4,0.4,0.477,2068.6666666666665,0.781,0.0,10,-6.931,1,0.0654,144.976,0.75,0.2264150943396226,0.7735849056603774,0.0,0.0943396226415094,0.0,0.9056603773584906,0.4150943396226415,0.0,0.1886792452830188,0.1923076923076923,0.1388888888888889,0.8333333333333334,3.509433962264151,3.509433962264151,6,0.7222222222222222,8,1.0,4,0.0024170157911698,4,True,False,False,False,False,False,0.3131504654884338,0.004033476114273,0.5669375061988831,0.1111964955925941,0.2682555317878723,0.7317444682121277,brill building pop.doo-wop.rock-and-roll
162,1960,1969,Brother Jack McDuff,95,jazz,28,6eHVWEOlLetg8gscLtAUsI,0.29,0.499,3570.45,0.648,0.592,6,-5.04,1,0.0318,98.367,0.625,0.2786885245901639,0.5901639344262295,0.1311475409836065,0.081967213114754,0.2459016393442623,0.0655737704918032,0.2622950819672131,0.0655737704918032,0.1639344262295081,0.1166666666666666,0.2391304347826087,0.8333333333333334,3.4098360655737703,3.4098360655737703,23,0.5,12,1.28125,5,0.0,0,False,False,False,True,False,False,,,,,,,hammond organ.jazz funk.jazz organ.soul jazz
163,1960,1962,Dion,10,rock,30,1lSxosAXNmtgNBMZfFKSpB,0.655,0.532,2744.883333333333,0.407,0.0,4,-12.209,0,0.035,119.337,0.845,0.25,0.75,0.0,0.0416666666666666,0.0,0.8333333333333334,0.25,0.0416666666666666,0.2083333333333333,0.1489361702127659,0.2708333333333333,0.5,3.0625,3.0625,8,0.85,11,1.0,2,0.0018215710443066,2,False,False,False,False,False,False,0.0003411911311559,0.0001207495952257,0.0003017771232407,0.9988465309143066,0.0003659358771983,0.9996340274810792,adult standards.brill building pop.doo-wop.lounge.rock-and-roll.rockabilly
164,1980,1986,Simple Minds,14,pop.rock,48,5YIh3K9eF6ymtagIIpprOU,0.0634,0.564,4965.116666666667,0.924,0.00017,0,-6.262,1,0.0417,128.25,0.702,0.0852713178294573,0.9147286821705426,0.0,0.0465116279069767,0.0,0.627906976744186,0.4263565891472868,0.0,0.0,0.0,0.2424242424242424,0.8333333333333334,3.930232558139535,2.581395348837209,11,0.4489795918367347,9,1.018987341772152,5,0.0020140513650233,4,True,True,False,False,False,False,0.0291607957333326,0.0059917513281106,0.0432006977498531,0.9198644161224364,0.0049302149564027,0.9950697422027588,art rock.dance rock.mellow gold.new romantic.new wave.new wave pop.rock.scottish new wave.soft rock.synthpop
165,1970,1973,Brownsville Station,3,rock,50,1AIGp3gpj1NXJvh3engmUQ,0.735,0.575,2940.883333333333,0.756,0.0401,2,-9.414,1,0.0544,127.434,0.844,0.0196078431372549,0.6666666666666666,0.3137254901960784,0.0196078431372549,0.3137254901960784,0.6666666666666666,0.3529411764705882,0.0196078431372549,0.196078431372549,0.02,0.0238095238095238,0.1666666666666666,3.450980392156863,3.450980392156863,7,0.9130434782608696,10,1.0,5,0.0027202711203549,4,True,False,False,False,False,False,0.000931174843572,0.959572970867157,0.0114197703078389,0.0223757550120353,0.9918917417526244,0.0081082470715045,blues rock.classic rock.country rock.michigan indie.pub rock.southern rock
166,1960,1968,Max Frost & The Troopers,22,rock,35,1oWLERlWcdoDA4zJAPCtyk,0.259,0.444,1967.55,0.716,0.0,5,-5.962,0,0.0442,157.509,0.724,0.3424657534246575,0.6027397260273972,0.0547945205479452,0.0,0.0547945205479452,0.863013698630137,0.3150684931506849,0.0,0.1232876712328767,0.125,0.0694444444444444,0.3333333333333333,3.315068493150685,3.4794520547945207,12,0.8205128205128205,9,1.2,3,0.0010164925923102,0,False,False,False,False,False,False,0.0019638771191239,0.0455091334879398,0.1104079633951187,0.8249462842941284,0.0058094295673072,0.9941905736923218,classic garage rock
167,1990,1991,Firehouse,19,rock,57,4lbhQdbiTpNP7GowZG8KsM,0.000303,0.616,3922.6666666666665,0.807,2.37e-05,8,-11.4,1,0.0348,111.054,0.637,0.2722772277227723,0.7277227722772277,0.0,0.0148514851485148,0.0,0.8366336633663366,0.1831683168316831,0.1534653465346534,0.3217821782178218,0.1791044776119403,0.0,0.0,3.386138613861386,3.049504950495049,8,0.380281690140845,7,1.981651376146789,7,0.0015295717199184,4,True,False,False,False,False,False,0.0002472094492986,0.0050986367277801,0.9936196208000184,0.0006093818228691,0.0120704732835292,0.9879294633865356,album rock.glam metal.hard rock
168,1970,1979,Patrick Hernandez,16,dance.disco.pop,72,3XIEWK1V9n25PS9Vb6axj5,0.0834,0.704,3135.55,0.868,0.0,2,-5.808,1,0.0315,131.468,0.808,0.2906976744186046,0.6744186046511628,0.0348837209302325,0.0581395348837209,0.0348837209302325,0.8488372093023255,0.2674418604651162,0.0,0.1046511627906976,0.0235294117647058,0.125,0.5,2.895348837209302,2.895348837209302,12,0.8269230769230769,10,1.0,4,0.0022324632042225,5,True,True,False,False,False,False,0.002081410260871,0.0189107358455657,0.0051521719433367,0.963099241256714,0.0004061429644934,0.9995939135551452,disco.hi-nrg
169,1960,1968,Iron Butterfly,30,rock,56,41TqRBgF4Ahyr4vGmZVk8b,0.00291,0.472,2899.7833333333333,0.526,0.000173,0,-9.505,1,0.0309,119.44,0.771,0.3793103448275862,0.3448275862068966,0.2758620689655172,0.3103448275862069,0.2758620689655172,0.4827586206896552,0.3793103448275862,0.1379310344827586,0.1379310344827586,0.0,0.2619047619047619,0.3333333333333333,2.4827586206896552,2.4827586206896552,7,1.0,12,0.9036144578313252,8,0.0006897067022248,2,False,False,False,False,False,False,0.995450794696808,0.0004616276710294,0.001002968638204,0.0018379845423623,0.8525647521018982,0.147435188293457,acid rock.art rock.blues rock.classic rock.hard rock.proto-metal.psychedelic rock.symphonic rock
170,1970,1974,Wednesday,34,pop.rock,21,1pGlto2dqYjBc7TECAmYgU,0.0229,0.684,2612.2166666666667,0.365,0.0025,1,-11.352,0,0.0828,131.166,0.554,0.2337662337662337,0.7662337662337663,0.0,0.0,0.0,1.0,0.2987012987012987,0.0,0.2337662337662337,0.2236842105263158,0.2916666666666667,0.3333333333333333,3.207792207792208,3.207792207792208,4,0.1777777777777777,7,0.9390243902439024,4,0.0011484499116331,3,False,False,True,False,False,False,0.0026625506579875,0.040142897516489,0.9290486574172974,0.0219930969178676,0.027942607179284,0.9720573425292968,
171,1960,1967,The Rolling Stones,14,british.rock,31,5R5etR7RqxzuhZD5URAn2L,0.16,0.465,3550.0,0.76,0.0,5,-6.904,1,0.0366,115.344,0.551,0.1176470588235294,0.8823529411764706,0.0,0.0588235294117647,0.0,0.8823529411764706,0.25,0.3235294117647059,0.0294117647058823,0.0298507462686567,0.2037037037037037,0.8333333333333334,3.235294117647059,3.2058823529411766,9,0.7307692307692307,11,1.0,4,0.0011267605633802,4,False,False,True,False,False,False,0.0319854952394962,0.5343042612075806,0.0327108167111873,0.3292459845542907,0.8864868879318237,0.1135131269693374,british invasion.classic rock.rock
172,1970,1972,The 5th Dimension,8,pop.soul,49,6HH6fmHF2YssfVkRmzcjf0,0.484,0.671,3210.0,0.497,0.0027,5,-12.53,0,0.0289,105.117,0.564,0.4468085106382978,0.4361702127659574,0.1170212765957446,0.0744680851063829,0.1170212765957446,0.3617021276595745,0.1489361702127659,0.0212765957446808,0.2659574468085106,0.1182795698924731,0.2685185185185185,0.5,3.202127659574468,3.095744680851064,18,0.7704918032786885,8,1.1744186046511629,4,0.0009345794392523,0,False,True,False,False,True,False,0.0004747435741592,0.989261507987976,0.0058311815373599,0.0028315484523773,0.9975752234458924,0.0024248221889138,adult standards.brill building pop.bubblegum pop.country rock.folk rock.mellow gold.singer-songwriter.soft rock.sunshine pop
173,1960,1964,Johnny Tillotson,37,pop.rock,3,4s8FwUTpj8H4s0EWXjE8vk,0.27,0.53,2504.483333333333,0.671,3.81e-06,7,-10.559,1,0.0611,85.708,0.461,0.119047619047619,0.8809523809523809,0.0,0.0714285714285714,0.0,0.6785714285714286,0.1666666666666666,0.0476190476190476,0.1428571428571428,0.0843373493975903,0.1979166666666666,0.8333333333333334,3.071428571428572,3.071428571428572,16,0.967741935483871,12,1.2264150943396226,3,0.0019964197539079,0,True,False,False,False,True,False,0.0004233476647641,0.016153585165739,0.0046559344045817,0.0009679246577434,0.8470626473426819,0.1529373824596405,adult standards.brill building pop.merseybeat.nashville sound.rock-and-roll.rockabilly
